Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
Stomp the Yard,2007,PG-13,109,26,61.4,FALSE,FALSE
Primeval,2007,R,93,19,10.4,FALSE,FALSE
The Hitcher,2007,R,84,21,16.2,TRUE,FALSE
Epic Movie,2007,PG-13,86,2,39.7,TRUE,FALSE
Blood and Chocolate,2007,PG-13,98,11,3.4,FALSE,TRUE
Because I Said So,2007,PG-13,102,5,42.6,FALSE,FALSE
The Messengers,2007,PG-13,90,12,35.4,TRUE,FALSE
The Last Sin Eater,2007,PG-13,117,19,0.2,TRUE,FALSE
Norbit,2007,PG-13,102,9,95.3,TRUE,FALSE
Music and Lyrics,2007,PG-13,96,62,50.5,FALSE,FALSE
Daddy's Little Girls,2007,PG-13,100,26,31.3,FALSE,FALSE
Breach,2007,PG-13,110,84,33,FALSE,FALSE
Ghost Rider,2007,PG-13,114,26,115.8,FALSE,TRUE
Bridge to Terabithia,2007,PG,96,85,82.2,TRUE,TRUE
The Number 23,2007,R,101,8,35.1,FALSE,TRUE
Reno 911!: Miami,2007,R,84,35,20.3,FALSE,FALSE
Wild Hogs,2007,PG-13,100,14,168.2,FALSE,FALSE
Zodiac,2007,R,157,89,33,TRUE,FALSE
Shoot Down,2007,PG-13,85,80,0.0514,TRUE,FALSE
Premonition,2007,PG-13,96,8,47.9,FALSE,FALSE
Dead Silence,2007,R,89,21,16.5,FALSE,FALSE
The Last Mimzy,2007,PG,90,53,21.4,FALSE,FALSE
The Hills Have Eyes II,2007,R,89,11,20.8,FALSE,FALSE
Pride,2007,PG,104,45,7,TRUE,TRUE
TMNT,2007,PG,87,34,54.1,FALSE,TRUE
Shooter,2007,R,124,48,47,FALSE,FALSE
Reign Over Me,2007,R,124,64,19.7,FALSE,FALSE
Blades of Glory,2007,PG-13,93,69,118.2,TRUE,FALSE
The Lookout,2007,R,99,87,4.5,TRUE,FALSE
Meet the Robinsons,2007,G,95,66,97.7,TRUE,FALSE
Firehouse Dog,2007,PG,111,38,13.9,FALSE,TRUE
Are We Done Yet?,2007,PG,92,8,50,FALSE,TRUE
The Reaping,2007,R,99,8,25.1,FALSE,FALSE
Grindhouse,2007,R,191,83,24.9,TRUE,FALSE
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,86,48,5.4,FALSE,FALSE
Disturbia,2007,PG-13,105,68,80.1,TRUE,FALSE
My Name Is Bruce,2007,R,86,40,0.1,FALSE,FALSE
Pathfinder,2007,R,99,11,10.2,FALSE,FALSE
Perfect Stranger,2007,R,109,11,23.7,TRUE,FALSE
Redline,2007,PG-13,95,0,6.8,FALSE,FALSE
Vacancy,2007,R,85,56,19,FALSE,FALSE
Fracture,2007,R,113,71,39,TRUE,TRUE
In the Land of Women,2007,PG-13,97,43,11,FALSE,FALSE
Hot Fuzz,2007,R,121,91,23.6,TRUE,TRUE
The Hammer,2007,R,88,80,0.3,FALSE,FALSE
Next,2007,PG-13,96,28,18,TRUE,FALSE
The Condemned,2007,R,113,15,7.3,FALSE,FALSE
The Invisible,2007,PG-13,102,20,20.5,FALSE,TRUE
Lucky You,2007,PG-13,124,29,5.7,FALSE,TRUE
Spider-Man 3,2007,PG-13,139,63,336.5,TRUE,FALSE
Interview,2007,R,84,57,0.3,TRUE,TRUE
Delta Farce,2007,PG-13,90,5,8.1,FALSE,FALSE
Year of the Dog,2007,PG-13,97,69,1.5,FALSE,FALSE
Georgia Rule,2007,R,113,17,18.9,TRUE,FALSE
Shrek the Third,2007,PG,93,40,320.7,TRUE,FALSE
Pirates of the Caribbean: At World's End,2007,PG-13,169,45,309.4,TRUE,FALSE
Waitress,2007,PG-13,108,89,18.7,TRUE,FALSE
Crazy Love,2007,PG-13,92,78,0.2,TRUE,FALSE
Gracie,2007,PG-13,95,60,2.9,TRUE,FALSE
Mr. Brooks,2007,R,120,55,28.4,FALSE,FALSE
Surf's Up,2007,PG,85,78,58.9,TRUE,FALSE
Hostel: Part II,2007,R,94,44,17.5,FALSE,FALSE
Ocean's Thirteen,2007,PG-13,122,70,117.1,TRUE,FALSE
The Living Wake,2007,PG-13,91,50,0.0121,TRUE,FALSE
Fantastic 4: Rise of the Silver Surfer,2007,PG,92,37,131.8,TRUE,TRUE
Nancy Drew,2007,PG,99,49,25.5,FALSE,FALSE
1408,2007,PG-13,104,79,71.9,TRUE,FALSE
A Mighty Heart,2007,R,108,79,9.1,TRUE,TRUE
Evan Almighty,2007,PG,96,23,100.3,TRUE,FALSE
Live Free or Die Hard,2007,PG-13,128,82,134.5,TRUE,TRUE
Ratatouille,2007,G,111,96,206.4,TRUE,FALSE
Evening,2007,PG-13,117,27,12.4,FALSE,TRUE
Sicko,2007,PG-13,123,92,24.3,TRUE,FALSE
License to Wed,2007,PG-13,91,7,43.7,FALSE,TRUE
Nanking,2007,R,88,96,0.0455,TRUE,FALSE
Rise: Blood Hunter,2007,R,97,33,0.0594,FALSE,FALSE
Harry Potter and the Order of the Phoenix,2007,PG-13,138,79,292,TRUE,TRUE
Joshua,2007,R,106,62,0.4,TRUE,FALSE
Captivity,2007,R,96,9,2.6,TRUE,TRUE
You Kill Me,2007,R,93,78,2.3,TRUE,FALSE
I Now Pronounce You Chuck & Larry,2007,PG-13,115,14,119.7,FALSE,FALSE
Hairspray,2007,PG,117,91,118.8,TRUE,TRUE
The Simpsons Movie,2007,PG-13,87,90,183,TRUE,FALSE
Who's Your Caddy?,2007,PG-13,93,6,5.5,TRUE,FALSE
I Know Who Killed Me,2007,R,105,7,7.2,TRUE,FALSE
No Reservations,2007,PG,104,42,43.1,FALSE,TRUE
Bratz,2007,PG,110,9,9.9,FALSE,FALSE
Hot Rod,2007,PG-13,88,40,13.9,TRUE,FALSE
Underdog,2007,PG,84,14,43.7,FALSE,FALSE
The Bourne Ultimatum,2007,PG-13,115,93,227.4,TRUE,TRUE
Talk to Me,2007,R,118,82,4.4,TRUE,FALSE
Daddy Day Camp,2007,PG,93,1,13.2,TRUE,FALSE
The Walker,2007,R,108,54,0.0432,TRUE,TRUE
Rush Hour 3,2007,PG-13,91,18,140.1,FALSE,TRUE
Stardust,2007,PG-13,127,76,38.2,TRUE,TRUE
The Invasion,2007,PG-13,99,19,15,FALSE,TRUE
Superbad,2007,R,113,88,121.5,TRUE,FALSE
Arctic Tale,2007,G,96,61,0.6,TRUE,FALSE
Illegal Tender,2007,R,108,15,3.1,FALSE,FALSE
Resurrecting the Champ,2007,PG-13,112,60,2.9,FALSE,FALSE
September Dawn,2007,R,111,13,1.1,FALSE,TRUE
The Legend of God's Gun,2007,R,78,0,0.0772,FALSE,FALSE
Balls of Fury,2007,PG-13,90,23,32.8,FALSE,FALSE
Ladrón que roba a ladrón,2007,PG-13,98,66,4,FALSE,FALSE
Death Sentence,2007,R,105,20,9.5,FALSE,FALSE
Halloween,2007,R,109,25,58.2,TRUE,FALSE
The Brothers Solomon,2007,R,93,15,0.9,TRUE,FALSE
3:10 to Yuma,2007,R,122,89,53.6,TRUE,FALSE
Shoot 'Em Up,2007,R,86,67,12.7,TRUE,FALSE
Greetings from the Shore,2007,R,116,70,0.0405,TRUE,FALSE
Mr. Woodcock,2007,PG-13,87,13,25.8,FALSE,FALSE
The Brave One,2007,R,122,43,36.8,TRUE,TRUE
Good Luck Chuck,2007,R,96,5,35,TRUE,TRUE
The Hunting Party,2007,R,101,53,0.8,FALSE,TRUE
Eastern Promises,2007,R,100,89,17.1,TRUE,TRUE
Resident Evil: Extinction,2007,R,94,22,50.6,TRUE,TRUE
Sydney White,2007,PG-13,108,37,11.7,FALSE,FALSE
In the Valley of Elah,2007,R,121,73,6.6,TRUE,FALSE
Feast of Love,2007,R,101,39,3.4,FALSE,FALSE
Rocket Science,2007,R,101,84,0.6,TRUE,FALSE
The Game Plan,2007,PG,110,29,90.5,FALSE,FALSE
The Kingdom,2007,R,110,51,47.5,FALSE,TRUE
Feel the Noise,2007,PG-13,86,12,5.9,FALSE,FALSE
Control,2007,R,122,87,0.8,TRUE,TRUE
The Heartbreak Kid,2007,R,116,29,36.8,TRUE,FALSE
The Jane Austen Book Club,2007,PG-13,106,65,3.3,FALSE,FALSE
The 11th Hour,2007,PG,95,67,0.6,FALSE,FALSE
We Own the Night,2007,R,117,57,28.6,FALSE,FALSE
Elizabeth: The Golden Age,2007,PG-13,114,35,16.3,TRUE,TRUE
Across the Universe,2007,PG-13,133,53,24.3,TRUE,TRUE
Michael Clayton,2007,R,119,90,49,TRUE,FALSE
The Final Season,2007,PG,119,26,1,FALSE,FALSE
Trade,2007,R,120,29,0.1,TRUE,TRUE
Things We Lost in the Fire,2007,R,118,65,3.2,TRUE,TRUE
The Ten Commandments,2007,PG,88,14,0.8,FALSE,FALSE
Sarah Landon and the Paranormal Hour,2007,PG,81,0,0.8,FALSE,FALSE
Into the Wild,2007,R,148,82,18.2,TRUE,FALSE
Rendition,2007,R,122,47,9.7,TRUE,FALSE
The Assassination of Jesse James by the Coward Robert Ford,2007,R,160,76,3.8,TRUE,TRUE
30 Days of Night,2007,R,113,51,39.6,FALSE,TRUE
Gone Baby Gone,2007,R,114,94,20.3,TRUE,FALSE
The Comebacks,2007,PG-13,84,9,13.3,FALSE,FALSE
Paranoid Park,2007,R,85,76,0.2,TRUE,TRUE
The Darjeeling Limited,2007,R,91,68,11.7,TRUE,FALSE
Dan in Real Life,2007,PG-13,98,64,47.6,FALSE,FALSE
Saw IV,2007,R,93,17,63.3,TRUE,TRUE
Youth Without Youth,2007,R,124,30,0.1,TRUE,TRUE
Martian Child,2007,PG,106,33,7.5,FALSE,FALSE
Bee Movie,2007,PG,91,51,126.6,TRUE,TRUE
American Gangster,2007,R,157,80,130.1,TRUE,TRUE
Darfur Now,2007,PG,98,73,0.0639,TRUE,FALSE
Lars and the Real Girl,2007,PG-13,106,81,5.8,TRUE,TRUE
In the Shadow of the Moon,2007,PG,100,95,0.9,TRUE,TRUE
Lions for Lambs,2007,R,92,27,15,FALSE,FALSE
Fred Claus,2007,PG,116,21,72,FALSE,FALSE
P2,2007,R,98,35,4,FALSE,FALSE
Mr. Magorium's Wonder Emporium,2007,G,93,37,31.9,FALSE,TRUE
Redacted,2007,R,90,45,0.0256,TRUE,TRUE
Love in the Time of Cholera,2007,R,139,26,4.6,FALSE,FALSE
Beowulf,2007,PG-13,115,71,82.2,TRUE,FALSE
What Would Jesus Buy?,2007,PG,91,57,0.1,FALSE,FALSE
No Country for Old Men,2007,R,122,93,74.2,TRUE,FALSE
This Christmas,2007,PG-13,117,56,49.1,FALSE,FALSE
The Mist,2007,R,126,73,25.5,TRUE,FALSE
August Rush,2007,PG,114,37,31.5,TRUE,FALSE
Enchanted,2007,PG,107,93,127.7,TRUE,FALSE
Sleuth,2007,R,86,36,0.2,TRUE,TRUE
Awake,2007,R,84,23,14.3,TRUE,FALSE
Noëlle,2007,PG,90,57,0.2,FALSE,FALSE
The Golden Compass,2007,PG-13,113,42,70.1,TRUE,TRUE
I'm Not There.,2007,R,135,76,3.7,TRUE,TRUE
Before the Devil Knows You're Dead,2007,R,117,88,7,TRUE,FALSE
The Perfect Holiday,2007,PG,96,16,5.8,FALSE,FALSE
Alvin and the Chipmunks,2007,PG,92,27,217.2,TRUE,FALSE
Margot at the Wedding,2007,R,91,52,1.9,TRUE,FALSE
I Am Legend,2007,PG-13,101,70,256.3,TRUE,FALSE
Charlie Wilson's War,2007,R,102,82,66.6,TRUE,TRUE
National Treasure: Book of Secrets,2007,PG,124,35,219.9,FALSE,FALSE
Walk Hard: The Dewey Cox Story,2007,R,96,74,18.3,TRUE,FALSE
Sweeney Todd: The Demon Barber of Fleet Street,2007,R,116,86,52.8,TRUE,TRUE
Aliens vs. Predator: Requiem,2007,R,94,12,41.7,FALSE,FALSE
Juno,2007,PG-13,96,94,143.4,TRUE,FALSE
The Bucket List,2007,PG-13,97,41,93.5,TRUE,FALSE
The Kite Runner,2007,PG-13,128,66,15.7,TRUE,TRUE
Atonement,2007,R,123,83,50.8,TRUE,TRUE
In the Name of the King: A Dungeon Siege Tale,2007,PG-13,127,4,4.5,TRUE,TRUE
Cassandra's Dream,2007,PG-13,108,46,0.9,FALSE,TRUE
How She Move,2007,PG-13,94,66,7,FALSE,TRUE
There Will Be Blood,2007,R,158,91,40.1,TRUE,FALSE
The Savages,2007,R,113,89,6.4,TRUE,FALSE
The Diving Bell and the Butterfly,2007,PG-13,112,94,5.9,TRUE,TRUE
Charlie Bartlett,2007,R,97,56,3.7,TRUE,FALSE
Diary of the Dead,2007,R,95,62,0.7,TRUE,FALSE
U2 3D,2007,G,85,93,10.4,TRUE,FALSE
Persepolis,2007,PG-13,96,96,4.3,TRUE,TRUE
The King of Kong: A Fistful of Quarters,2007,PG-13,79,97,0.5,TRUE,FALSE
The Band's Visit,2007,PG-13,87,98,3,TRUE,TRUE
"Run, Fatboy, Run",2007,PG-13,100,48,5.9,FALSE,TRUE
Married Life,2007,PG-13,91,55,1.2,FALSE,TRUE
Teeth,2007,R,94,79,0.2,TRUE,FALSE
Under the Same Moon,2007,PG-13,106,73,12.5,TRUE,TRUE
Funny Games,2007,R,111,52,1,TRUE,TRUE
88 Minutes,2007,R,108,5,16.9,FALSE,TRUE
Surfwise,2007,R,93,98,0.2,FALSE,FALSE
Then She Found Me,2007,R,100,50,3.7,TRUE,TRUE
The Visitor,2007,PG-13,104,89,9.2,TRUE,FALSE
Trumbo,2007,PG-13,96,82,0.0281,TRUE,FALSE
Broken English,2007,PG-13,93,64,0.8,TRUE,TRUE
Encounters at the End of the World,2007,G,99,94,0.7,TRUE,FALSE
The Ten,2007,R,96,37,0.5,FALSE,FALSE
The Life Before Her Eyes,2007,R,90,24,0.2,TRUE,FALSE
Snow Angels,2007,R,107,68,0.3,TRUE,FALSE
Towelhead,2007,R,124,49,0.3,TRUE,FALSE
Tortilla Heaven,2007,PG-13,98,25,0.0735,FALSE,FALSE
Nobel Son,2007,R,110,25,0.3,FALSE,FALSE
Everybody Wants to Be Italian,2007,R,105,9,0.3,FALSE,FALSE
Earth,2007,G,90,87,32,TRUE,TRUE
Battle for Terra,2007,PG,85,48,1.6,TRUE,FALSE
Brooklyn Rules,2007,R,99,45,0.2,FALSE,FALSE
Paranormal Activity,2007,R,86,83,107.9,TRUE,FALSE
One Missed Call,2008,PG-13,87,0,26.8,FALSE,TRUE
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,G,85,39,12.7,FALSE,FALSE
27 Dresses,2008,PG-13,111,41,76.8,TRUE,FALSE
Cloverfield,2008,PG-13,85,77,80,TRUE,FALSE
Mad Money,2008,PG-13,104,22,20.5,FALSE,FALSE
Bigger Stronger Faster*,2008,PG-13,105,96,0.2,TRUE,FALSE
The Mysteries of Pittsburgh,2008,R,95,12,0.0328,FALSE,FALSE
Rambo,2008,R,92,37,42.7,TRUE,TRUE
Untraceable,2008,R,101,16,28.7,TRUE,FALSE
Meet the Spartans,2008,PG-13,86,2,38.2,FALSE,FALSE
Over Her Dead Body,2008,PG-13,95,15,7.5,FALSE,FALSE
Strange Wilderness,2008,R,87,2,6.5,FALSE,FALSE
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,G,74,72,65.1,TRUE,FALSE
The Eye,2008,PG-13,98,22,31.4,TRUE,TRUE
Fool's Gold,2008,PG-13,112,11,70.2,FALSE,FALSE
"Welcome Home, Roscoe Jenkins",2008,PG-13,114,22,42.2,FALSE,FALSE
Step Up 2: The Streets,2008,PG-13,98,27,58,TRUE,FALSE
The Spiderwick Chronicles,2008,PG,96,80,71.1,TRUE,FALSE
"Definitely, Maybe",2008,PG-13,112,71,32,TRUE,TRUE
Jumper,2008,PG-13,88,16,80.1,TRUE,TRUE
Be Kind Rewind,2008,PG-13,102,66,11,FALSE,TRUE
Witless Protection,2008,PG-13,97,4,4.1,FALSE,FALSE
Vantage Point,2008,PG-13,90,35,72.3,TRUE,FALSE
The Other Boleyn Girl,2008,PG-13,115,42,26.8,FALSE,TRUE
In Bruges,2008,R,107,84,7.6,TRUE,TRUE
Semi-Pro,2008,R,91,21,33.4,TRUE,FALSE
Miss Pettigrew Lives for a Day,2008,PG-13,92,77,12.3,FALSE,TRUE
College Road Trip,2008,G,83,13,45.6,FALSE,FALSE
"10,000 BC",2008,PG-13,109,8,94.8,FALSE,TRUE
The Bank Job,2008,R,111,79,30,FALSE,TRUE
Doomsday,2008,R,105,50,11,FALSE,TRUE
Horton Hears a Who!,2008,G,86,79,154.4,TRUE,FALSE
Never Back Down,2008,PG-13,110,22,24.8,TRUE,FALSE
Drillbit Taylor,2008,PG-13,110,25,32.9,TRUE,FALSE
Meet the Browns,2008,PG-13,100,32,41.9,FALSE,FALSE
Shutter,2008,PG-13,85,7,25.9,FALSE,FALSE
Stop-Loss,2008,R,112,65,10.8,TRUE,FALSE
Superhero Movie,2008,PG-13,75,16,25.8,TRUE,FALSE
21,2008,PG-13,123,36,81.2,TRUE,FALSE
Shine a Light,2008,PG-13,122,87,5.4,FALSE,FALSE
Leatherheads,2008,PG-13,114,52,31.2,FALSE,TRUE
The Ruins,2008,R,90,48,17.4,FALSE,TRUE
Nim's Island,2008,PG,96,51,47.9,TRUE,FALSE
Prom Night,2008,PG-13,88,8,43.8,TRUE,TRUE
Smart People,2008,R,95,49,9.5,FALSE,FALSE
Street Kings,2008,R,109,36,26.4,FALSE,FALSE
The Forbidden Kingdom,2008,PG-13,104,64,51.9,FALSE,TRUE
Expelled: No Intelligence Allowed,2008,PG,90,11,7.5,TRUE,FALSE
Forgetting Sarah Marshall,2008,R,111,85,62.9,TRUE,FALSE
Baby Mama,2008,PG-13,99,64,60.3,TRUE,FALSE
Deception,2008,R,107,14,4.6,FALSE,FALSE
Harold & Kumar Escape from Guantanamo Bay,2008,R,104,53,38.1,TRUE,FALSE
Iron Man,2008,PG-13,126,94,318.3,TRUE,FALSE
Made of Honor,2008,PG-13,101,14,46,TRUE,TRUE
What Happens in Vegas,2008,PG-13,99,27,80.2,TRUE,FALSE
Redbelt,2008,R,99,68,2.3,FALSE,FALSE
Speed Racer,2008,PG,135,39,43.9,FALSE,TRUE
Where in the World Is Osama Bin Laden?,2008,PG-13,90,38,0.3,TRUE,TRUE
The Chronicles of Narnia: Prince Caspian,2008,PG,150,67,141.6,TRUE,TRUE
Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,122,78,317,TRUE,FALSE
Sex and the City,2008,R,145,49,152.6,TRUE,FALSE
The Strangers,2008,R,86,45,52.5,TRUE,FALSE
You Don't Mess with the Zohan,2008,PG-13,113,38,100,TRUE,FALSE
Kung Fu Panda,2008,PG,92,87,215.4,TRUE,FALSE
Waltz with Bashir,2008,R,90,96,2.1,TRUE,TRUE
The Incredible Hulk,2008,PG-13,112,67,134.5,TRUE,FALSE
The Happening,2008,R,91,17,64.5,TRUE,TRUE
The Children of Huang Shi,2008,R,125,30,0.7,TRUE,TRUE
The Promotion,2008,R,86,53,0.4,FALSE,FALSE
"War, Inc.",2008,R,107,30,0.5,FALSE,FALSE
The Love Guru,2008,PG-13,87,14,32.2,TRUE,TRUE
Get Smart,2008,PG-13,110,51,130.2,TRUE,FALSE
WALL·E,2008,G,98,96,223.7,TRUE,FALSE
Wanted,2008,R,110,72,134.3,TRUE,TRUE
Hancock,2008,PG-13,92,41,227.9,TRUE,FALSE
Kit Kittredge: An American Girl,2008,G,101,79,17.5,TRUE,TRUE
CSNY/Déjà Vu,2008,R,96,68,0.0329,FALSE,FALSE
Meet Dave,2008,PG,90,20,11.6,TRUE,FALSE
Journey to the Center of the Earth,2008,PG,93,61,101.7,TRUE,FALSE
Outlander,2008,R,115,37,0.0596,FALSE,TRUE
Hellboy II: The Golden Army,2008,PG-13,120,86,75.8,TRUE,TRUE
Fireflies in the Garden,2008,R,120,20,0.0369,FALSE,FALSE
Space Chimps,2008,G,81,34,29.9,FALSE,FALSE
The Dark Knight,2008,PG-13,152,94,533.3,TRUE,TRUE
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,R,120,86,1,FALSE,FALSE
Mamma Mia!,2008,PG-13,108,54,143.7,TRUE,TRUE
The X Files: I Want to Believe,2008,PG-13,104,31,20.8,FALSE,TRUE
Step Brothers,2008,R,98,55,100.5,TRUE,FALSE
Swing Vote,2008,PG-13,120,38,16.2,FALSE,FALSE
The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112,13,101.6,TRUE,TRUE
The Wackness,2008,R,99,69,2,TRUE,TRUE
The Sisterhood of the Traveling Pants 2,2008,PG-13,117,65,44,FALSE,TRUE
The Midnight Meat Train,2008,R,100,71,0.0344,TRUE,FALSE
Beer for My Horses,2008,PG-13,86,0,0.6,FALSE,FALSE
Tropic Thunder,2008,R,107,83,110.4,TRUE,TRUE
Henry Poole Is Here,2008,PG,99,39,1.7,FALSE,FALSE
Vicky Cristina Barcelona,2008,PG-13,96,81,23.2,TRUE,TRUE
American Teen,2008,PG-13,95,69,0.8,TRUE,FALSE
Mirrors,2008,R,110,14,30.6,FALSE,TRUE
Star Wars: The Clone Wars,2008,PG,98,18,35.1,FALSE,FALSE
The Rocker,2008,PG-13,102,41,6.3,FALSE,FALSE
Death Race,2008,R,105,43,36.1,TRUE,TRUE
The House Bunny,2008,PG-13,97,42,48.2,FALSE,FALSE
The Longshots,2008,PG,94,41,11.4,FALSE,FALSE
Traitor,2008,PG-13,114,64,23.5,FALSE,FALSE
Hamlet 2,2008,R,92,62,4.8,FALSE,FALSE
Fly Me to the Moon 3D,2008,G,84,19,13.6,TRUE,TRUE
College,2008,R,94,5,4.6,FALSE,FALSE
Disaster Movie,2008,PG-13,87,1,14.2,FALSE,FALSE
Elegy,2008,R,112,75,3.5,TRUE,FALSE
Man on Wire,2008,PG-13,94,100,2.6,TRUE,TRUE
Frozen River,2008,R,97,88,2.1,TRUE,FALSE
Bangkok Dangerous,2008,R,99,9,15.2,FALSE,FALSE
Bottle Shock,2008,PG-13,110,48,3.9,TRUE,FALSE
The Family That Preys,2008,PG-13,111,51,37,TRUE,FALSE
The Women,2008,PG-13,114,13,26.8,TRUE,FALSE
Burn After Reading,2008,R,96,78,60.3,TRUE,TRUE
Righteous Kill,2008,R,101,19,40,FALSE,FALSE
My Best Friend's Girl,2008,R,101,14,19.2,FALSE,FALSE
Igor,2008,PG,87,36,19.4,FALSE,TRUE
Ghost Town,2008,PG-13,102,85,13.2,TRUE,FALSE
Lakeview Terrace,2008,PG-13,110,45,39.3,FALSE,FALSE
Choke,2008,R,92,54,2.8,TRUE,FALSE
Eagle Eye,2008,PG-13,118,26,101.1,TRUE,TRUE
Forever Strong,2008,PG-13,112,29,0.5,TRUE,FALSE
Nights in Rodanthe,2008,PG-13,97,30,41.8,FALSE,TRUE
Fireproof,2008,PG,122,40,33.5,FALSE,FALSE
Miracle at St. Anna,2008,R,160,34,7.8,TRUE,TRUE
The Lucky Ones,2008,R,115,37,0.2,FALSE,FALSE
An American Carol,2008,PG-13,83,11,7,FALSE,FALSE
Beverly Hills Chihuahua,2008,PG,91,41,94.5,TRUE,FALSE
Nick and Norah's Infinite Playlist,2008,PG-13,90,74,31.5,FALSE,FALSE
Flash of Genius,2008,PG-13,119,59,4.2,TRUE,TRUE
Appaloosa,2008,R,115,77,20.2,TRUE,FALSE
Religulous,2008,R,101,70,13,TRUE,FALSE
Body of Lies,2008,R,128,54,39.4,FALSE,TRUE
The Express,2008,PG,130,61,9.6,TRUE,TRUE
Quarantine,2008,R,89,58,31.7,TRUE,FALSE
Billy: The Early Years,2008,PG,98,0,0.3,FALSE,FALSE
City of Ember,2008,PG,90,53,7.8,FALSE,FALSE
The Duchess,2008,PG-13,110,61,13.8,TRUE,TRUE
Max Payne,2008,PG-13,100,16,40.6,FALSE,TRUE
Sex Drive,2008,R,109,45,8.4,FALSE,FALSE
The Secret Life of Bees,2008,PG-13,114,58,37.7,TRUE,FALSE
W.,2008,PG-13,129,59,25.5,TRUE,TRUE
Passengers,2008,PG-13,93,20,0.3,FALSE,TRUE
High School Musical 3: Senior Year,2008,G,112,65,90.5,TRUE,FALSE
Noah's Arc: Jumping the Broom,2008,R,101,50,0.4,TRUE,TRUE
Pride and Glory,2008,R,130,35,15.7,FALSE,TRUE
Roadside Romeo,2008,PG,93,0,0.0418,TRUE,TRUE
Saw V,2008,R,92,12,56.7,TRUE,TRUE
The Haunting of Molly Hartley,2008,PG-13,82,3,13.4,FALSE,FALSE
Changeling,2008,R,141,62,35.7,TRUE,FALSE
What Just Happened,2008,R,104,51,1,FALSE,FALSE
Zack and Miri Make a Porno,2008,R,101,65,31.4,TRUE,FALSE
RocknRolla,2008,R,114,59,5.7,TRUE,TRUE
Madagascar: Escape 2 Africa,2008,PG,89,64,180,TRUE,FALSE
Role Models,2008,R,99,78,67.3,TRUE,TRUE
House,2008,R,88,0,0.5,FALSE,FALSE
Rachel Getting Married,2008,R,113,85,12.7,TRUE,FALSE
Soul Men,2008,R,100,45,12,FALSE,FALSE
I.O.U.S.A.,2008,PG,85,88,0.6,FALSE,FALSE
Quantum of Solace,2008,PG-13,106,65,168.4,TRUE,TRUE
Bolt,2008,PG,96,89,114.1,TRUE,FALSE
"Synecdoche, New York",2008,R,124,68,3,TRUE,FALSE
Twilight,2008,PG-13,122,48,191.4,TRUE,FALSE
Four Christmases,2008,PG-13,88,25,120.1,TRUE,TRUE
The Boy in the Striped Pajamas,2008,PG-13,94,63,9,TRUE,TRUE
Transporter 3,2008,PG-13,104,37,31.3,FALSE,TRUE
Australia,2008,PG-13,165,55,49.4,TRUE,TRUE
Punisher: War Zone,2008,R,103,27,7.9,TRUE,TRUE
Cadillac Records,2008,R,109,67,8.1,TRUE,FALSE
Sleep Dealer,2008,PG-13,90,69,0.035,TRUE,TRUE
Delgo,2008,PG,94,12,0.5,FALSE,FALSE
Nothing Like the Holidays,2008,PG-13,98,52,7.5,TRUE,FALSE
The Day the Earth Stood Still,2008,PG-13,104,21,79.1,TRUE,TRUE
Yes Man,2008,PG-13,104,46,97.6,TRUE,TRUE
Seven Pounds,2008,PG-13,123,27,70,TRUE,FALSE
The Tale of Despereaux,2008,G,93,56,50.8,TRUE,TRUE
Free Style,2008,PG,94,29,0.0978,FALSE,TRUE
Marley & Me,2008,PG,115,63,143.1,TRUE,FALSE
The Spirit,2008,PG-13,103,14,19.8,FALSE,FALSE
Valkyrie,2008,PG-13,121,62,83,TRUE,TRUE
Doubt,2008,PG-13,104,78,33.4,TRUE,FALSE
The Curious Case of Benjamin Button,2008,PG-13,166,73,127.5,TRUE,FALSE
Bedtime Stories,2008,PG,99,25,110,TRUE,FALSE
Slumdog Millionaire,2008,R,120,92,141.2,TRUE,TRUE
Gran Torino,2008,R,116,79,148.1,TRUE,TRUE
Defiance,2008,R,137,57,28.6,TRUE,FALSE
Last Chance Harvey,2008,PG-13,93,70,14.8,FALSE,FALSE
Hell Ride,2008,R,84,10,0.2,TRUE,FALSE
Revolutionary Road,2008,R,119,67,22.9,TRUE,TRUE
Inkheart,2008,PG,106,38,17.3,TRUE,TRUE
Frost/Nixon,2008,R,122,92,18.6,TRUE,TRUE
The Reader,2008,R,124,61,34.1,TRUE,TRUE
The Wrestler,2008,R,109,98,26.1,TRUE,TRUE
Milk,2008,R,128,94,31.7,TRUE,FALSE
The Other End of the Line,2008,PG-13,106,37,0.0591,FALSE,TRUE
Wendy and Lucy,2008,R,80,85,0.7,TRUE,FALSE
Morning Light,2008,PG,97,33,0.1,FALSE,FALSE
Two Lovers,2008,R,110,82,3,TRUE,TRUE
The Great Buck Howard,2008,PG,90,72,0.6,FALSE,FALSE
Sunshine Cleaning,2008,R,91,72,12,TRUE,FALSE
American Violet,2008,PG-13,103,74,0.5,TRUE,FALSE
Sugar,2008,R,114,92,1,TRUE,TRUE
